"id" ;"class" ;"class2"
36060 ;top_5 ;outstanding
32502 ;top_5 ;outstanding
30440 ;top_5 ;outstanding
33728 ;top_5 ;outstanding
28802 ;top_5 ;outstanding
32883 ;top_5 ;outstanding
30850 ;top_5 ;outstanding
42185 ;top_5 ;outstanding
30060 ;top_5 ;outstanding
45548 ;top_5 ;outstanding
34958 ;top_5 ;outstanding
28979 ;top_5 ;outstanding
37844 ;top_5 ;outstanding
30432 ;top_5 ;outstanding
29389 ;top_5 ;outstanding
53928 ;top_5 ;outstanding
52748 ;top_5 ;outstanding
30193 ;top_5 ;outstanding
34465 ;top_5 ;outstanding
28820 ;top_5 ;outstanding
35416 ;top_5 ;outstanding
32562 ;top_5 ;outstanding
28871 ;top_5 ;outstanding
29162 ;top_5 ;outstanding
38085 ;top_5 ;outstanding
31612 ;top_5 ;outstanding
33834 ;top_5 ;outstanding
29810 ;top_5 ;outstanding
51583 ;top_5 ;outstanding
32614 ;top_5 ;outstanding
30608 ;top_5 ;outstanding
40239 ;top_5 ;outstanding
36149 ;top_5 ;outstanding
31317 ;top_5 ;outstanding
34318 ;top_5 ;outstanding
33091 ;top_5 ;outstanding
28852 ;top_5 ;outstanding
33696 ;top_5 ;outstanding
31130 ;top_5 ;outstanding
28866 ;top_5 ;outstanding
47547 ;top_5 ;outstanding
28946 ;top_5 ;outstanding
38057 ;top_5 ;outstanding
29417 ;top_5 ;outstanding
37991 ;top_5 ;outstanding
33927 ;top_5 ;outstanding
30021 ;top_5 ;outstanding
28861 ;top_5 ;outstanding
44650 ;top_5 ;outstanding
51911 ;top_5 ;outstanding
29315 ;top_5 ;outstanding
28800 ;top_5 ;outstanding
31417 ;top_5 ;outstanding
35517 ;top_5 ;outstanding
28926 ;top_5 ;outstanding
32400 ;top_5 ;outstanding
34569 ;top_5 ;outstanding
29956 ;top_5 ;outstanding
43309 ;top_5 ;outstanding
36273 ;top_5 ;outstanding
33583 ;top_5 ;outstanding
30040 ;top_5 ;outstanding
34381 ;top_5 ;outstanding
29104 ;top_5 ;outstanding
44264 ;top_5 ;outstanding
48893 ;top_5 ;outstanding
39366 ;top_5 ;outstanding
39762 ;top_5 ;outstanding
42438 ;top_5 ;outstanding
37165 ;top_5 ;outstanding
30614 ;top_5 ;outstanding
30636 ;top_5 ;outstanding
29063 ;top_5 ;outstanding
31121 ;top_5 ;outstanding
32452 ;top_5 ;outstanding
28924 ;top_5 ;outstanding
40604 ;top_5 ;outstanding
33690 ;top_5 ;outstanding
35529 ;top_5 ;outstanding
35666 ;top_5 ;outstanding
32417 ;top_5 ;outstanding
40544 ;top_5 ;outstanding
29975 ;top_5 ;outstanding
29100 ;top_5 ;outstanding
49335 ;top_5 ;outstanding
30441 ;top_5 ;outstanding
32478 ;top_5 ;outstanding
37194 ;top_5 ;outstanding
31105 ;top_5 ;outstanding
33166 ;top_5 ;outstanding
36088 ;top_5 ;outstanding
31847 ;top_5 ;outstanding
44035 ;top_5 ;outstanding
51712 ;top_5 ;outstanding
28799 ;top_5 ;outstanding
33104 ;top_5 ;outstanding
32567 ;top_5 ;outstanding
34675 ;top_5 ;outstanding
28901 ;top_5 ;outstanding
29442 ;top_5 ;outstanding
50097 ;top_5 ;outstanding
29044 ;top_5 ;outstanding
40141 ;top_5 ;outstanding
31230 ;top_5 ;outstanding
33935 ;top_5 ;outstanding
46107 ;top_5 ;outstanding
44774 ;top_5 ;outstanding
29280 ;top_5 ;outstanding
34085 ;top_5 ;outstanding
29561 ;top_5 ;outstanding
35981 ;top_5 ;outstanding
40417 ;top_5 ;outstanding
43474 ;top_5 ;outstanding
33115 ;top_5 ;outstanding
33125 ;top_5 ;outstanding
32648 ;top_5 ;outstanding
40369 ;top_5 ;outstanding
38718 ;top_5 ;outstanding
31178 ;top_5 ;outstanding
28845 ;top_5 ;outstanding
30658 ;top_5 ;outstanding
34713 ;top_5 ;outstanding
30804 ;top_5 ;outstanding
46119 ;top_5 ;outstanding
32876 ;top_5 ;outstanding
28911 ;top_5 ;outstanding
28813 ;top_5 ;outstanding
30706 ;top_5 ;outstanding
39024 ;top_5 ;outstanding
32179 ;top_5 ;outstanding
36082 ;top_5 ;outstanding
49251 ;top_5 ;outstanding
44487 ;top_5 ;outstanding
36614 ;top_5 ;outstanding
44841 ;top_5 ;outstanding
30269 ;top_5 ;outstanding
32842 ;top_5 ;outstanding
33872 ;top_5 ;outstanding
31928 ;top_5 ;outstanding
31854 ;top_5 ;outstanding
29824 ;top_5 ;outstanding
52366 ;top_5 ;outstanding
36381 ;top_5 ;outstanding
44728 ;top_5 ;outstanding
29587 ;top_5 ;outstanding
28831 ;top_5 ;outstanding
31020 ;top_5 ;outstanding
36018 ;top_5 ;outstanding
28908 ;top_5 ;outstanding
46287 ;top_5 ;outstanding
31797 ;top_5 ;outstanding
44664 ;top_5 ;outstanding
35429 ;top_5 ;outstanding
29261 ;top_5 ;outstanding
46468 ;top_5 ;outstanding
30616 ;top_5 ;outstanding
44513 ;top_5 ;outstanding
34579 ;top_5 ;outstanding
55719 ;top_5 ;outstanding
29347 ;top_5 ;outstanding
30092 ;top_5 ;outstanding
33145 ;top_5 ;outstanding
29712 ;top_5 ;outstanding
35901 ;top_5 ;outstanding
35976 ;top_5 ;outstanding
34990 ;top_5 ;outstanding
47378 ;top_5 ;outstanding
28835 ;top_5 ;outstanding
42055 ;top_5 ;outstanding
31238 ;top_5 ;outstanding
50922 ;top_5 ;outstanding
32060 ;top_5 ;outstanding
29029 ;top_5 ;outstanding
29439 ;top_5 ;outstanding
45522 ;top_5 ;outstanding
34942 ;top_5 ;outstanding
31521 ;top_5 ;outstanding
29152 ;top_5 ;outstanding
35531 ;top_5 ;outstanding
40702 ;top_5 ;outstanding
36687 ;top_5 ;outstanding
45351 ;top_5 ;outstanding
34676 ;top_5 ;outstanding
37778 ;top_5 ;outstanding
30146 ;top_5 ;outstanding
29582 ;top_5 ;outstanding
28935 ;top_5 ;outstanding
51630 ;top_5 ;outstanding
45534 ;top_5 ;outstanding
30582 ;top_5 ;outstanding
43222 ;top_5 ;outstanding
35482 ;top_5 ;outstanding
33617 ;top_5 ;outstanding
37284 ;top_5 ;outstanding
41839 ;top_5 ;outstanding
43811 ;top_5 ;outstanding
32606 ;top_5 ;outstanding
33565 ;top_5 ;outstanding
36489 ;top_5 ;outstanding
34252 ;top_5 ;outstanding
31007 ;top_5 ;outstanding
28931 ;top_5 ;outstanding
29936 ;top_5 ;outstanding
37942 ;top_5 ;outstanding
34368 ;top_5 ;outstanding
43532 ;top_5 ;outstanding
55608 ;top_5 ;outstanding
43239 ;top_5 ;outstanding
35512 ;top_5 ;outstanding
33470 ;top_5 ;outstanding
31801 ;top_5 ;outstanding
35022 ;top_5 ;outstanding
36106 ;top_5 ;outstanding
36298 ;top_5 ;outstanding
36740 ;top_5 ;outstanding
34649 ;top_5 ;outstanding
30833 ;top_5 ;outstanding
32368 ;top_5 ;outstanding
31004 ;top_5 ;outstanding
33299 ;top_5 ;outstanding
30629 ;top_5 ;outstanding
37206 ;top_5 ;outstanding
29026 ;top_5 ;outstanding
42378 ;top_5 ;outstanding
48677 ;top_5 ;outstanding
37462 ;top_5 ;outstanding
28841 ;top_5 ;outstanding
36936 ;top_5 ;outstanding
52237 ;top_5 ;outstanding
35726 ;top_5 ;outstanding
34243 ;top_5 ;outstanding
38069 ;top_5 ;outstanding
35280 ;top_5 ;outstanding
32469 ;top_5 ;outstanding
50576 ;top_5 ;outstanding
38533 ;top_5 ;outstanding
34908 ;top_5 ;outstanding
30352 ;top_5 ;outstanding
36996 ;top_5 ;outstanding
35483 ;top_5 ;outstanding
29725 ;top_5 ;outstanding
46937 ;top_5 ;outstanding
33896 ;top_5 ;outstanding
30628 ;top_5 ;outstanding
28823 ;top_5 ;outstanding
29631 ;top_5 ;outstanding
44930 ;top_5 ;outstanding
38244 ;top_5 ;outstanding
35854 ;top_5 ;outstanding
37140 ;top_5 ;outstanding
28811 ;top_5 ;outstanding
29638 ;top_5 ;outstanding
31911 ;top_5 ;outstanding
38438 ;top_5 ;outstanding
29196 ;top_5 ;outstanding
40919 ;top_5 ;outstanding
29411 ;top_5 ;outstanding
32759 ;top_5 ;outstanding
42621 ;top_5 ;outstanding
34530 ;top_5 ;outstanding
29334 ;top_5 ;outstanding
37478 ;top_5 ;outstanding
36325 ;top_5 ;outstanding
34603 ;top_5 ;outstanding
35104 ;top_5 ;outstanding
34474 ;top_5 ;outstanding
37856 ;top_5 ;outstanding
48307 ;top_5 ;outstanding
30063 ;top_5 ;outstanding
28892 ;top_5 ;outstanding
43108 ;top_5 ;outstanding
31024 ;top_5 ;outstanding
44403 ;top_5 ;outstanding
38496 ;top_5 ;outstanding
29121 ;top_5 ;outstanding
49138 ;top_5 ;outstanding
28862 ;top_5 ;outstanding
48382 ;top_5 ;outstanding
32320 ;top_5 ;outstanding
37858 ;top_5 ;outstanding
44950 ;top_5 ;outstanding
31273 ;top_5 ;outstanding
40347 ;top_5 ;outstanding
33313 ;top_5 ;outstanding
33753 ;top_5 ;outstanding
31436 ;top_5 ;outstanding
44089 ;top_5 ;outstanding
29225 ;top_5 ;outstanding
49122 ;top_5 ;outstanding
38107 ;top_5 ;outstanding
34921 ;top_5 ;outstanding
33478 ;top_5 ;outstanding
29489 ;top_5 ;outstanding
35155 ;top_5 ;outstanding
31285 ;top_5 ;outstanding
29760 ;top_5 ;outstanding
37759 ;top_5 ;outstanding
28809 ;top_5 ;outstanding
32534 ;top_5 ;outstanding
39441 ;top_5 ;outstanding
28905 ;top_5 ;outstanding
33515 ;top_5 ;outstanding
32427 ;top_5 ;outstanding
29459 ;top_5 ;outstanding
36476 ;top_5 ;outstanding
35569 ;top_5 ;outstanding
30863 ;top_5 ;outstanding
28838 ;top_5 ;outstanding
36993 ;top_5 ;outstanding
28951 ;top_5 ;outstanding
29468 ;top_5 ;outstanding
48799 ;top_5 ;outstanding
30438 ;top_5 ;outstanding
28932 ;top_5 ;outstanding
41874 ;top_5 ;outstanding
36729 ;top_5 ;outstanding
38184 ;top_5 ;outstanding
32627 ;top_5 ;outstanding
29878 ;top_5 ;outstanding
33852 ;top_5 ;outstanding
30594 ;top_5 ;outstanding
29201 ;top_5 ;outstanding
29679 ;top_5 ;outstanding
33191 ;top_5 ;outstanding
37900 ;top_5 ;outstanding
38331 ;top_5 ;outstanding
41461 ;top_5 ;outstanding
40584 ;top_5 ;outstanding
28878 ;top_5 ;outstanding
34445 ;top_5 ;outstanding
54404 ;top_5 ;outstanding
41894 ;top_5 ;outstanding
31836 ;top_5 ;outstanding
45232 ;top_5 ;outstanding
35193 ;top_5 ;outstanding
28894 ;top_5 ;outstanding
35417 ;top_5 ;outstanding
29502 ;top_5 ;outstanding
36636 ;top_5 ;outstanding
32457 ;top_5 ;outstanding
38681 ;top_5 ;outstanding
28873 ;top_5 ;outstanding
30160 ;top_5 ;outstanding
30337 ;top_5 ;outstanding
32008 ;top_5 ;outstanding
43656 ;top_5 ;outstanding
34132 ;top_5 ;outstanding
29991 ;top_5 ;outstanding
28884 ;top_5 ;outstanding
42374 ;top_5 ;outstanding
38649 ;top_5 ;outstanding
39512 ;top_5 ;outstanding
37584 ;top_5 ;outstanding
30798 ;top_5 ;outstanding
32902 ;top_5 ;outstanding
36044 ;top_5 ;outstanding
33374 ;top_5 ;outstanding
30302 ;top_5 ;outstanding
29237 ;top_5 ;outstanding
39052 ;top_5 ;outstanding
33092 ;top_5 ;outstanding
36541 ;top_5 ;outstanding
30542 ;top_5 ;outstanding
44763 ;top_5 ;outstanding
32930 ;top_5 ;outstanding
29976 ;top_5 ;outstanding
37241 ;top_5 ;outstanding
29101 ;top_5 ;outstanding
31795 ;top_5 ;outstanding
36750 ;top_5 ;outstanding
36601 ;top_5 ;outstanding
36812 ;top_5 ;outstanding
29327 ;top_5 ;outstanding
49369 ;top_5 ;outstanding
34345 ;top_5 ;outstanding
29252 ;top_5 ;outstanding
32621 ;top_5 ;outstanding
45485 ;top_5 ;outstanding
45856 ;top_5 ;outstanding
33508 ;top_5 ;outstanding
33237 ;top_5 ;outstanding
28889 ;top_5 ;outstanding
29286 ;top_5 ;outstanding
53409 ;top_5 ;outstanding
36137 ;top_5 ;outstanding
50084 ;top_5 ;outstanding
46351 ;top_5 ;outstanding
41279 ;top_5 ;outstanding
34986 ;top_5 ;outstanding
46630 ;top_5 ;outstanding
48110 ;top_5 ;outstanding
33623 ;top_5 ;outstanding
33725 ;top_5 ;outstanding
46410 ;top_5 ;outstanding
37122 ;top_5 ;outstanding
33638 ;top_5 ;outstanding
31141 ;top_5 ;outstanding
38756 ;top_5 ;outstanding
33154 ;top_5 ;outstanding
29147 ;top_5 ;outstanding
29151 ;top_5 ;outstanding
36752 ;top_5 ;outstanding
44713 ;top_5 ;outstanding
37688 ;top_5 ;outstanding
40282 ;top_5 ;outstanding
38678 ;top_5 ;outstanding
39297 ;top_5 ;outstanding
35985 ;top_5 ;outstanding
34341 ;top_5 ;outstanding
28879 ;top_5 ;outstanding
35610 ;top_5 ;outstanding
36220 ;top_5 ;outstanding
32869 ;top_5 ;outstanding
29371 ;top_5 ;outstanding
28849 ;top_5 ;outstanding
30801 ;top_5 ;outstanding
49409 ;top_5 ;outstanding
33645 ;top_5 ;outstanding
30701 ;top_5 ;outstanding
40630 ;top_5 ;outstanding
34475 ;top_5 ;outstanding
50737 ;top_5 ;outstanding
33790 ;top_5 ;outstanding
54419 ;top_5 ;outstanding
33996 ;top_5 ;outstanding
50717 ;top_5 ;outstanding
35161 ;top_5 ;outstanding
29470 ;top_5 ;outstanding
36554 ;top_5 ;outstanding
44447 ;top_5 ;outstanding
33512 ;top_5 ;outstanding
39416 ;top_5 ;outstanding
33530 ;top_5 ;outstanding
43934 ;top_5 ;outstanding
29740 ;top_5 ;outstanding
41885 ;top_5 ;outstanding
29051 ;top_5 ;outstanding
40677 ;top_5 ;outstanding
33028 ;top_5 ;outstanding
31046 ;top_5 ;outstanding
36711 ;top_5 ;outstanding
33001 ;top_5 ;outstanding
29001 ;top_5 ;outstanding
31161 ;top_5 ;outstanding
29510 ;top_5 ;outstanding
35781 ;top_5 ;outstanding
32276 ;top_5 ;outstanding
42416 ;top_5 ;outstanding
37275 ;top_5 ;outstanding
33542 ;top_5 ;outstanding
31469 ;top_5 ;outstanding
35971 ;top_5 ;outstanding
41332 ;top_5 ;outstanding
33113 ;top_5 ;outstanding
28804 ;top_5 ;outstanding
32385 ;top_5 ;outstanding
47200 ;top_5 ;outstanding
38470 ;top_5 ;outstanding
28962 ;top_5 ;outstanding
34274 ;top_5 ;outstanding
34941 ;top_5 ;outstanding
31034 ;top_5 ;outstanding
37998 ;top_5 ;outstanding
43229 ;top_5 ;outstanding
45084 ;top_5 ;outstanding
29061 ;top_5 ;outstanding
35884 ;top_5 ;outstanding
50347 ;top_5 ;outstanding
29610 ;top_5 ;outstanding
41489 ;top_5 ;outstanding
30022 ;top_5 ;outstanding
30618 ;top_5 ;outstanding
29692 ;top_5 ;outstanding
32189 ;top_5 ;outstanding
39953 ;top_5 ;outstanding
39849 ;top_5 ;outstanding
43637 ;top_5 ;outstanding
40729 ;top_5 ;outstanding
34003 ;top_5 ;outstanding
31746 ;top_5 ;outstanding
32112 ;top_5 ;outstanding
37240 ;top_5 ;outstanding
37320 ;top_5 ;outstanding
35011 ;top_5 ;outstanding
29167 ;top_5 ;outstanding
30740 ;top_5 ;outstanding
29319 ;top_5 ;outstanding
36723 ;top_5 ;outstanding
37295 ;top_5 ;outstanding
33839 ;top_5 ;outstanding
30442 ;top_5 ;outstanding
29376 ;top_5 ;outstanding
30687 ;top_5 ;outstanding
55184 ;top_5 ;outstanding
31457 ;top_5 ;outstanding
32240 ;top_5 ;outstanding
41091 ;top_5 ;outstanding
38055 ;top_5 ;outstanding
31197 ;top_5 ;outstanding
38579 ;top_5 ;outstanding
34032 ;top_5 ;outstanding
32015 ;top_5 ;outstanding
45013 ;top_5 ;outstanding
30638 ;top_5 ;outstanding
32942 ;top_5 ;outstanding
36390 ;top_5 ;outstanding
50855 ;top_5 ;outstanding
38216 ;top_5 ;outstanding
42301 ;top_5 ;outstanding
29385 ;top_5 ;outstanding
29157 ;top_5 ;outstanding
32724 ;top_5 ;outstanding
53519 ;top_5 ;outstanding
31311 ;top_5 ;outstanding
32101 ;top_5 ;outstanding
36497 ;top_5 ;outstanding
33059 ;top_5 ;outstanding
44259 ;top_5 ;outstanding
36404 ;top_5 ;outstanding
36819 ;top_5 ;outstanding
39003 ;top_5 ;outstanding
30493 ;top_5 ;outstanding
55145 ;top_5 ;outstanding
43515 ;top_5 ;outstanding
32309 ;top_5 ;outstanding
45058 ;top_5 ;outstanding
33534 ;top_5 ;outstanding
38307 ;top_5 ;outstanding
29006 ;top_5 ;outstanding
55260 ;top_5 ;outstanding
30284 ;top_5 ;outstanding
38769 ;top_5 ;outstanding
29424 ;top_5 ;outstanding
54303 ;top_5 ;outstanding
30988 ;top_5 ;outstanding
32052 ;top_5 ;outstanding
48401 ;top_5 ;outstanding
29365 ;top_5 ;outstanding
39966 ;top_5 ;outstanding
32443 ;top_5 ;outstanding
36987 ;top_5 ;outstanding
31272 ;top_5 ;outstanding
36275 ;top_5 ;outstanding
38860 ;top_5 ;outstanding
35929 ;top_5 ;outstanding
38406 ;top_5 ;outstanding
29146 ;top_5 ;outstanding
36027 ;top_5 ;outstanding
40637 ;top_5 ;outstanding
31179 ;top_5 ;outstanding
38504 ;top_5 ;outstanding
34087 ;top_5 ;outstanding
35913 ;top_5 ;outstanding
30635 ;top_5 ;outstanding
37343 ;top_5 ;outstanding
38612 ;top_5 ;outstanding
34293 ;top_5 ;outstanding
35329 ;top_5_10 ;outstanding
33151 ;top_5_10 ;outstanding
33364 ;top_5_10 ;outstanding
41941 ;top_5_10 ;outstanding
34765 ;top_5_10 ;outstanding
46161 ;top_5_10 ;outstanding
33593 ;top_5_10 ;outstanding
39815 ;top_5_10 ;outstanding
33945 ;top_5_10 ;outstanding
45119 ;top_5_10 ;outstanding
34467 ;top_5_10 ;outstanding
36334 ;top_5_10 ;outstanding
53195 ;top_5_10 ;outstanding
55651 ;top_5_10 ;outstanding
33511 ;top_5_10 ;outstanding
33546 ;top_5_10 ;outstanding
45967 ;top_5_10 ;outstanding
28956 ;top_5_10 ;outstanding
32212 ;top_5_10 ;outstanding
53026 ;top_5_10 ;outstanding
35437 ;top_5_10 ;outstanding
47193 ;top_5_10 ;outstanding
33673 ;top_5_10 ;outstanding
44690 ;top_5_10 ;outstanding
31047 ;top_5_10 ;outstanding
31996 ;top_5_10 ;outstanding
29809 ;top_5_10 ;outstanding
50420 ;top_5_10 ;outstanding
28822 ;top_5_10 ;outstanding
33066 ;top_5_10 ;outstanding
31088 ;top_5_10 ;outstanding
35519 ;top_5_10 ;outstanding
30840 ;top_5_10 ;outstanding
28798 ;top_5_10 ;outstanding
37102 ;top_5_10 ;outstanding
31117 ;top_5_10 ;outstanding
43305 ;top_5_10 ;outstanding
33246 ;top_5_10 ;outstanding
29597 ;top_5_10 ;outstanding
32115 ;top_5_10 ;outstanding
35539 ;top_5_10 ;outstanding
29812 ;top_5_10 ;outstanding
44272 ;top_5_10 ;outstanding
37531 ;top_5_10 ;outstanding
38686 ;top_5_10 ;outstanding
30255 ;top_5_10 ;outstanding
32037 ;top_5_10 ;outstanding
44685 ;top_5_10 ;outstanding
30044 ;top_5_10 ;outstanding
31682 ;top_5_10 ;outstanding
29032 ;top_5_10 ;outstanding
36638 ;top_5_10 ;outstanding
31252 ;top_5_10 ;outstanding
55886 ;top_5_10 ;outstanding
38021 ;top_5_10 ;outstanding
44263 ;top_5_10 ;outstanding
29409 ;top_5_10 ;outstanding
29672 ;top_5_10 ;outstanding
44182 ;top_5_10 ;outstanding
30343 ;top_5_10 ;outstanding
29864 ;top_5_10 ;outstanding
32192 ;top_5_10 ;outstanding
29729 ;top_5_10 ;outstanding
31977 ;top_5_10 ;outstanding
30560 ;top_5_10 ;outstanding
36124 ;top_5_10 ;outstanding
32852 ;top_5_10 ;outstanding
48887 ;top_5_10 ;outstanding
35998 ;top_5_10 ;outstanding
33450 ;top_5_10 ;outstanding
30389 ;top_5_10 ;outstanding
40296 ;top_5_10 ;outstanding
38070 ;top_5_10 ;outstanding
29821 ;top_5_10 ;outstanding
31948 ;top_5_10 ;outstanding
30383 ;top_5_10 ;outstanding
28830 ;top_5_10 ;outstanding
30802 ;top_5_10 ;outstanding
38704 ;top_5_10 ;outstanding
28898 ;top_5_10 ;outstanding
34152 ;top_5_10 ;outstanding
35363 ;top_5_10 ;outstanding
35703 ;top_5_10 ;outstanding
33278 ;top_5_10 ;outstanding
44455 ;top_5_10 ;outstanding
36040 ;top_5_10 ;outstanding
33153 ;top_5_10 ;outstanding
31704 ;top_5_10 ;outstanding
29483 ;top_5_10 ;outstanding
30411 ;top_5_10 ;outstanding
33469 ;top_5_10 ;outstanding
39886 ;top_5_10 ;outstanding
31142 ;top_5_10 ;outstanding
32894 ;top_5_10 ;outstanding
31735 ;top_5_10 ;outstanding
32707 ;top_5_10 ;outstanding
33040 ;top_5_10 ;outstanding
36915 ;top_5_10 ;outstanding
35397 ;top_5_10 ;outstanding
29214 ;top_5_10 ;outstanding
29716 ;top_5_10 ;outstanding
28915 ;top_5_10 ;outstanding
32962 ;top_5_10 ;outstanding
28880 ;top_5_10 ;outstanding
30418 ;top_5_10 ;outstanding
29977 ;top_5_10 ;outstanding
42126 ;top_5_10 ;outstanding
37840 ;top_5_10 ;outstanding
39179 ;top_5_10 ;outstanding
30449 ;top_5_10 ;outstanding
29075 ;top_5_10 ;outstanding
30734 ;top_5_10 ;outstanding
50183 ;top_5_10 ;outstanding
31076 ;top_5_10 ;outstanding
40152 ;top_5_10 ;outstanding
33948 ;top_5_10 ;outstanding
41102 ;top_5_10 ;outstanding
30466 ;top_5_10 ;outstanding
43600 ;top_5_10 ;outstanding
37166 ;top_5_10 ;outstanding
32328 ;top_5_10 ;outstanding
41019 ;top_5_10 ;outstanding
33069 ;top_5_10 ;outstanding
29150 ;top_5_10 ;outstanding
29042 ;top_5_10 ;outstanding
34710 ;top_5_10 ;outstanding
29161 ;top_5_10 ;outstanding
34937 ;top_5_10 ;outstanding
33820 ;top_5_10 ;outstanding
31803 ;top_5_10 ;outstanding
30627 ;top_5_10 ;outstanding
30626 ;top_5_10 ;outstanding
38715 ;top_5_10 ;outstanding
29102 ;top_5_10 ;outstanding
29097 ;top_5_10 ;outstanding
32796 ;top_5_10 ;outstanding
30650 ;top_5_10 ;outstanding
29039 ;top_5_10 ;outstanding
36764 ;top_5_10 ;outstanding
38424 ;top_5_10 ;outstanding
40553 ;top_5_10 ;outstanding
29419 ;top_5_10 ;outstanding
30271 ;top_5_10 ;outstanding
30392 ;top_5_10 ;outstanding
45303 ;top_5_10 ;outstanding
34350 ;top_5_10 ;outstanding
36315 ;top_5_10 ;outstanding
42410 ;top_5_10 ;outstanding
30113 ;top_5_10 ;outstanding
29175 ;top_5_10 ;outstanding
29868 ;top_5_10 ;outstanding
31810 ;top_5_10 ;outstanding
51220 ;top_5_10 ;outstanding
37598 ;top_5_10 ;outstanding
29244 ;top_5_10 ;outstanding
42102 ;top_5_10 ;outstanding
37546 ;top_5_10 ;outstanding
29122 ;top_5_10 ;outstanding
37219 ;top_5_10 ;outstanding
28824 ;top_5_10 ;outstanding
30119 ;top_5_10 ;outstanding
35358 ;top_5_10 ;outstanding
32080 ;top_5_10 ;outstanding
31413 ;top_5_10 ;outstanding
34682 ;top_5_10 ;outstanding
32151 ;top_5_10 ;outstanding
37210 ;top_5_10 ;outstanding
29621 ;top_5_10 ;outstanding
36769 ;top_5_10 ;outstanding
33587 ;top_5_10 ;outstanding
35463 ;top_5_10 ;outstanding
35590 ;top_5_10 ;outstanding
32447 ;top_5_10 ;outstanding
33418 ;top_5_10 ;outstanding
29499 ;top_5_10 ;outstanding
29197 ;top_5_10 ;outstanding
30602 ;top_5_10 ;outstanding
39174 ;top_5_10 ;outstanding
45313 ;top_5_10 ;outstanding
30589 ;top_5_10 ;outstanding
43906 ;top_5_10 ;outstanding
45984 ;top_5_10 ;outstanding
32951 ;top_5_10 ;outstanding
52863 ;top_5_10 ;outstanding
33260 ;top_5_10 ;outstanding
28870 ;top_5_10 ;outstanding
33140 ;top_5_10 ;outstanding
30261 ;top_5_10 ;outstanding
31796 ;top_5_10 ;outstanding
29573 ;top_5_10 ;outstanding
33197 ;top_5_10 ;outstanding
33499 ;top_5_10 ;outstanding
36633 ;top_5_10 ;outstanding
29793 ;top_5_10 ;outstanding
50679 ;top_5_10 ;outstanding
32222 ;top_5_10 ;outstanding
44835 ;top_5_10 ;outstanding
31186 ;top_5_10 ;outstanding
35385 ;top_5_10 ;outstanding
36357 ;top_5_10 ;outstanding
48253 ;top_5_10 ;outstanding
32980 ;top_5_10 ;outstanding
39350 ;top_5_10 ;outstanding
29367 ;top_5_10 ;outstanding
43074 ;top_5_10 ;outstanding
33429 ;top_5_10 ;outstanding
42542 ;top_5_10 ;outstanding
49083 ;top_5_10 ;outstanding
33983 ;top_5_10 ;outstanding
35324 ;top_5_10 ;outstanding
30488 ;top_5_10 ;outstanding
32928 ;top_5_10 ;outstanding
31839 ;top_5_10 ;outstanding
32491 ;top_5_10 ;outstanding
40929 ;top_5_10 ;outstanding
31012 ;top_5_10 ;outstanding
42057 ;top_5_10 ;outstanding
30141 ;top_5_10 ;outstanding
44001 ;top_5_10 ;outstanding
35144 ;top_5_10 ;outstanding
29856 ;top_5_10 ;outstanding
29068 ;top_5_10 ;outstanding
38587 ;top_5_10 ;outstanding
