"id" ;"class" ;"class2"
31161 ;top_5 ;outstanding
37275 ;top_5 ;outstanding
28962 ;top_5 ;outstanding
45084 ;top_5 ;outstanding
50347 ;top_5 ;outstanding
29692 ;top_5 ;outstanding
39953 ;top_5 ;outstanding
34003 ;top_5 ;outstanding
30442 ;top_5 ;outstanding
38216 ;top_5 ;outstanding
32101 ;top_5 ;outstanding
44259 ;top_5 ;outstanding
43515 ;top_5 ;outstanding
29424 ;top_5 ;outstanding
30988 ;top_5 ;outstanding
39966 ;top_5 ;outstanding
35929 ;top_5 ;outstanding
36027 ;top_5 ;outstanding
38504 ;top_5 ;outstanding
33151 ;top_5_10 ;outstanding
46161 ;top_5_10 ;outstanding
34467 ;top_5_10 ;outstanding
33546 ;top_5_10 ;outstanding
32212 ;top_5_10 ;outstanding
50420 ;top_5_10 ;outstanding
31117 ;top_5_10 ;outstanding
43305 ;top_5_10 ;outstanding
29597 ;top_5_10 ;outstanding
37531 ;top_5_10 ;outstanding
36638 ;top_5_10 ;outstanding
29672 ;top_5_10 ;outstanding
30343 ;top_5_10 ;outstanding
30560 ;top_5_10 ;outstanding
36124 ;top_5_10 ;outstanding
32852 ;top_5_10 ;outstanding
33450 ;top_5_10 ;outstanding
40296 ;top_5_10 ;outstanding
38070 ;top_5_10 ;outstanding
31948 ;top_5_10 ;outstanding
38704 ;top_5_10 ;outstanding
35703 ;top_5_10 ;outstanding
33040 ;top_5_10 ;outstanding
29716 ;top_5_10 ;outstanding
30466 ;top_5_10 ;outstanding
29621 ;top_5_10 ;outstanding
29499 ;top_5_10 ;outstanding
39174 ;top_5_10 ;outstanding
30589 ;top_5_10 ;outstanding
45984 ;top_5_10 ;outstanding
33499 ;top_5_10 ;outstanding
36633 ;top_5_10 ;outstanding
29793 ;top_5_10 ;outstanding
32980 ;top_5_10 ;outstanding
43074 ;top_5_10 ;outstanding
32928 ;top_5_10 ;outstanding
32491 ;top_5_10 ;outstanding
37407 ;top_5_10 ;outstanding
32350 ;top_5_10 ;outstanding
37789 ;top_5_10 ;outstanding
35386 ;top_5_10 ;outstanding
38448 ;top_5_10 ;outstanding
31685 ;top_5_10 ;outstanding
37596 ;top_5_10 ;outstanding
37139 ;top_5_10 ;outstanding
31557 ;top_5_10 ;outstanding
32967 ;top_5_10 ;outstanding
33614 ;top_5_10 ;outstanding
29374 ;top_5_10 ;outstanding
32782 ;top_5_10 ;outstanding
44564 ;top_5_10 ;outstanding
53992 ;top_5_10 ;outstanding
32949 ;top_5_10 ;outstanding
32190 ;top_5_10 ;outstanding
32932 ;top_5_10 ;outstanding
33486 ;top_5_10 ;outstanding
41455 ;top_5_10 ;outstanding
31575 ;top_5_10 ;outstanding
29507 ;top_5_10 ;outstanding
34763 ;top_5_10 ;outstanding
30439 ;top_5_10 ;outstanding
30452 ;top_5_10 ;outstanding
30468 ;top_5_10 ;outstanding
31822 ;top_5_10 ;outstanding
43199 ;top_5_10 ;outstanding
32631 ;top_5_10 ;outstanding
29034 ;top_5_10 ;outstanding
33042 ;top_5_10 ;outstanding
43998 ;top_5_10 ;outstanding
45201 ;top_5_10 ;outstanding
36034 ;top_5_10 ;outstanding
29116 ;top_5_10 ;outstanding
35611 ;top_5_10 ;outstanding
45073 ;top_5_10 ;outstanding
43526 ;top_5_10 ;outstanding
29850 ;top_5_10 ;outstanding
29497 ;top_5_10 ;outstanding
29496 ;top_5_10 ;outstanding
38910 ;top_5_10 ;outstanding
34343 ;top_5_10 ;outstanding
31183 ;top_5_10 ;outstanding
32647 ;top_5_10 ;outstanding
37646 ;top_5_10 ;outstanding
46812 ;top_5_10 ;outstanding
31111 ;top_5_10 ;outstanding
29087 ;top_10_15 ;outstanding
37339 ;top_10_15 ;outstanding
42078 ;top_10_15 ;outstanding
49581 ;top_10_15 ;outstanding
33316 ;top_10_15 ;outstanding
29589 ;top_10_15 ;outstanding
33684 ;top_10_15 ;outstanding
29407 ;top_10_15 ;outstanding
30148 ;top_10_15 ;outstanding
40434 ;top_10_15 ;outstanding
28842 ;top_10_15 ;outstanding
32314 ;top_10_15 ;outstanding
37387 ;top_10_15 ;outstanding
42581 ;top_10_15 ;outstanding
38269 ;top_10_15 ;outstanding
32803 ;top_10_15 ;outstanding
31170 ;top_10_15 ;outstanding
37313 ;top_10_15 ;outstanding
29727 ;top_10_15 ;outstanding
32747 ;top_10_15 ;outstanding
37832 ;top_10_15 ;outstanding
44757 ;top_10_15 ;outstanding
37990 ;top_10_15 ;outstanding
36311 ;top_10_15 ;outstanding
30976 ;top_10_15 ;outstanding
29896 ;top_10_15 ;outstanding
41289 ;top_10_15 ;outstanding
35597 ;top_10_15 ;outstanding
30776 ;top_10_15 ;outstanding
30062 ;top_10_15 ;outstanding
31471 ;top_10_15 ;outstanding
36630 ;top_10_15 ;outstanding
29549 ;top_10_15 ;outstanding
35268 ;top_10_15 ;outstanding
29269 ;top_10_15 ;outstanding
42528 ;top_10_15 ;outstanding
41537 ;top_10_15 ;outstanding
33037 ;top_10_15 ;outstanding
44541 ;top_10_15 ;outstanding
34667 ;top_10_15 ;outstanding
37926 ;top_10_15 ;outstanding
29341 ;top_10_15 ;outstanding
33965 ;top_10_15 ;outstanding
35078 ;top_10_15 ;outstanding
31821 ;top_10_15 ;outstanding
32972 ;top_10_15 ;outstanding
33269 ;top_10_15 ;outstanding
30322 ;top_10_15 ;outstanding
30363 ;top_10_15 ;outstanding
36081 ;top_10_15 ;outstanding
30785 ;top_10_15 ;outstanding
38850 ;top_10_15 ;outstanding
44686 ;top_10_15 ;outstanding
46663 ;top_10_15 ;outstanding
33438 ;top_10_15 ;outstanding
30090 ;top_10_15 ;outstanding
35357 ;top_10_15 ;outstanding
30567 ;top_10_15 ;outstanding
35934 ;top_10_15 ;outstanding
37631 ;top_10_15 ;outstanding
31456 ;top_10_15 ;outstanding
47219 ;top_10_15 ;outstanding
29206 ;top_10_15 ;outstanding
31019 ;top_10_15 ;outstanding
29213 ;top_10_15 ;outstanding
41878 ;top_10_15 ;outstanding
42578 ;top_10_15 ;outstanding
34041 ;top_10_15 ;outstanding
34733 ;top_10_15 ;outstanding
35710 ;top_10_15 ;outstanding
36522 ;top_10_15 ;outstanding
33217 ;top_10_15 ;outstanding
46669 ;top_10_15 ;outstanding
29873 ;top_20 ;outstanding
33194 ;top_20 ;outstanding
34425 ;top_20 ;outstanding
34828 ;top_20 ;outstanding
35830 ;top_20 ;outstanding
36342 ;top_20 ;outstanding
30696 ;top_20 ;outstanding
32684 ;top_20 ;outstanding
32977 ;top_20 ;outstanding
36775 ;top_20 ;outstanding
37670 ;top_20 ;outstanding
43606 ;top_20 ;outstanding
41141 ;top_20 ;outstanding
37086 ;top_20 ;outstanding
37158 ;top_20 ;outstanding
31109 ;top_20 ;outstanding
33484 ;top_20 ;outstanding
38620 ;top_20 ;outstanding
31811 ;top_20 ;outstanding
30349 ;top_20 ;outstanding
35176 ;top_20 ;outstanding
29705 ;top_20 ;outstanding
30846 ;top_20 ;outstanding
53918 ;top_20 ;outstanding
44382 ;top_20 ;outstanding
33112 ;top_20 ;outstanding
45270 ;top_20 ;outstanding
31188 ;top_20 ;outstanding
33768 ;top_20 ;outstanding
31315 ;top_20 ;outstanding
30178 ;top_20 ;outstanding
36498 ;top_20 ;outstanding
36581 ;top_20 ;outstanding
44889 ;top_20 ;outstanding
35571 ;top_20 ;outstanding
28941 ;top_20 ;outstanding
31674 ;top_20 ;outstanding
31984 ;top_20 ;outstanding
41441 ;top_20 ;outstanding
41025 ;top_20 ;outstanding
39648 ;top_20 ;outstanding
38600 ;top_20 ;outstanding
30026 ;top_20 ;outstanding
33812 ;top_20 ;outstanding
30065 ;top_20 ;outstanding
40242 ;top_20 ;outstanding
34657 ;top_20 ;outstanding
29785 ;top_20 ;outstanding
49938 ;top_20 ;outstanding
37203 ;top_20 ;outstanding
46454 ;top_20 ;outstanding
55784 ;top_20 ;outstanding
31165 ;top_20 ;outstanding
40863 ;top_20 ;outstanding
40715 ;top_20 ;outstanding
31492 ;top_20 ;outstanding
31507 ;top_20 ;outstanding
45319 ;top_20 ;outstanding
30299 ;top_20 ;outstanding
30407 ;top_20 ;outstanding
32117 ;top_20 ;outstanding
30646 ;top_20 ;outstanding
51882 ;top_20 ;outstanding
35938 ;top_20 ;outstanding
46296 ;top_20 ;outstanding
33058 ;top_20 ;outstanding
37516 ;top_20 ;outstanding
50327 ;top_20 ;outstanding
45237 ;top_20 ;outstanding
34415 ;top_20 ;outstanding
34716 ;top_20 ;outstanding
43342 ;top_20 ;outstanding
30500 ;top_20 ;outstanding
32254 ;top_20 ;outstanding
32344 ;top_20 ;outstanding
32441 ;top_20 ;outstanding
32630 ;top_20 ;outstanding
30742 ;top_20 ;outstanding
33161 ;top_20 ;outstanding
53581 ;top_20 ;outstanding
40829 ;top_20 ;outstanding
48245 ;top_20 ;outstanding
37835 ;top_20 ;outstanding
31064 ;top_20 ;outstanding
54745 ;top_20 ;outstanding
31082 ;top_20 ;outstanding
56249 ;top_20 ;outstanding
31116 ;top_20 ;outstanding
40762 ;top_20 ;outstanding
43378 ;ordinary ;ordinary
38159 ;ordinary ;ordinary
34140 ;ordinary ;ordinary
34451 ;ordinary ;ordinary
31767 ;ordinary ;ordinary
31864 ;ordinary ;ordinary
30346 ;ordinary ;ordinary
35858 ;ordinary ;ordinary
32455 ;ordinary ;ordinary
33407 ;ordinary ;ordinary
34322 ;ordinary ;ordinary
44468 ;ordinary ;ordinary
30220 ;ordinary ;ordinary
42144 ;ordinary ;ordinary
31089 ;ordinary ;ordinary
43327 ;ordinary ;ordinary
42967 ;ordinary ;ordinary
39453 ;ordinary ;ordinary
31174 ;ordinary ;ordinary
38383 ;ordinary ;ordinary
30105 ;ordinary ;ordinary
34058 ;ordinary ;ordinary
34202 ;ordinary ;ordinary
34658 ;ordinary ;ordinary
35746 ;ordinary ;ordinary
35818 ;ordinary ;ordinary
29707 ;ordinary ;ordinary
29332 ;ordinary ;ordinary
30984 ;ordinary ;ordinary
37763 ;ordinary ;ordinary
53284 ;ordinary ;ordinary
38097 ;ordinary ;ordinary
45065 ;ordinary ;ordinary
39890 ;ordinary ;ordinary
40061 ;ordinary ;ordinary
31743 ;ordinary ;ordinary
35322 ;ordinary ;ordinary
35582 ;ordinary ;ordinary
30517 ;ordinary ;ordinary
32283 ;ordinary ;ordinary
36218 ;ordinary ;ordinary
36889 ;ordinary ;ordinary
39188 ;ordinary ;ordinary
32238 ;ordinary ;ordinary
33513 ;ordinary ;ordinary
42478 ;ordinary ;ordinary
36491 ;ordinary ;ordinary
51094 ;ordinary ;ordinary
30990 ;ordinary ;ordinary
31002 ;ordinary ;ordinary
55564 ;ordinary ;ordinary
33348 ;ordinary ;ordinary
46290 ;ordinary ;ordinary
44823 ;ordinary ;ordinary
31185 ;ordinary ;ordinary
45623 ;ordinary ;ordinary
33738 ;ordinary ;ordinary
31538 ;ordinary ;ordinary
35418 ;ordinary ;ordinary
32331 ;ordinary ;ordinary
30647 ;ordinary ;ordinary
32836 ;ordinary ;ordinary
42459 ;ordinary ;ordinary
34666 ;ordinary ;ordinary
52290 ;ordinary ;ordinary
39085 ;ordinary ;ordinary
39561 ;ordinary ;ordinary
39727 ;ordinary ;ordinary
41786 ;ordinary ;ordinary
41439 ;ordinary ;ordinary
43833 ;ordinary ;ordinary
32196 ;ordinary ;ordinary
32273 ;ordinary ;ordinary
43966 ;ordinary ;ordinary
32330 ;ordinary ;ordinary
36370 ;ordinary ;ordinary
33134 ;ordinary ;ordinary
34948 ;ordinary ;ordinary
56004 ;ordinary ;ordinary
35763 ;ordinary ;ordinary
51790 ;ordinary ;ordinary
45220 ;ordinary ;ordinary
45876 ;ordinary ;ordinary
45399 ;ordinary ;ordinary
33794 ;ordinary ;ordinary
47777 ;ordinary ;ordinary
28819 ;ordinary ;ordinary
36323 ;ordinary ;ordinary
30758 ;ordinary ;ordinary
41009 ;ordinary ;ordinary
50375 ;ordinary ;ordinary
30867 ;ordinary ;ordinary
29316 ;ordinary ;ordinary
29851 ;ordinary ;ordinary
54317 ;ordinary ;ordinary
56045 ;ordinary ;ordinary
49168 ;ordinary ;ordinary
37453 ;ordinary ;ordinary
55779 ;ordinary ;ordinary
37511 ;ordinary ;ordinary
52801 ;ordinary ;ordinary
33252 ;ordinary ;ordinary
33258 ;ordinary ;ordinary
49379 ;ordinary ;ordinary
33272 ;ordinary ;ordinary
33284 ;ordinary ;ordinary
46732 ;ordinary ;ordinary
45339 ;ordinary ;ordinary
47574 ;ordinary ;ordinary
37883 ;ordinary ;ordinary
44895 ;ordinary ;ordinary
45442 ;ordinary ;ordinary
45574 ;ordinary ;ordinary
51080 ;ordinary ;ordinary
38803 ;ordinary ;ordinary
46603 ;ordinary ;ordinary
47054 ;ordinary ;ordinary
41852 ;ordinary ;ordinary
46604 ;ordinary ;ordinary
48032 ;ordinary ;ordinary
46219 ;ordinary ;ordinary
40676 ;ordinary ;ordinary
54016 ;ordinary ;ordinary
41036 ;ordinary ;ordinary
42215 ;ordinary ;ordinary
41372 ;ordinary ;ordinary
33759 ;ordinary ;ordinary
30080 ;ordinary ;ordinary
34047 ;ordinary ;ordinary
30145 ;ordinary ;ordinary
42618 ;ordinary ;ordinary
42619 ;ordinary ;ordinary
34531 ;ordinary ;ordinary
29515 ;ordinary ;ordinary
34767 ;ordinary ;ordinary
31792 ;ordinary ;ordinary
34830 ;ordinary ;ordinary
35039 ;ordinary ;ordinary
31936 ;ordinary ;ordinary
43209 ;ordinary ;ordinary
32098 ;ordinary ;ordinary
29619 ;ordinary ;ordinary
35446 ;ordinary ;ordinary
32139 ;ordinary ;ordinary
35490 ;ordinary ;ordinary
43467 ;ordinary ;ordinary
30479 ;ordinary ;ordinary
29655 ;ordinary ;ordinary
32281 ;ordinary ;ordinary
35994 ;ordinary ;ordinary
30604 ;ordinary ;ordinary
30671 ;ordinary ;ordinary
32665 ;ordinary ;ordinary
32691 ;ordinary ;ordinary
36653 ;ordinary ;ordinary
32727 ;ordinary ;ordinary
32769 ;ordinary ;ordinary
29046 ;ordinary ;ordinary
36979 ;ordinary ;ordinary
44582 ;ordinary ;ordinary
46127 ;ordinary ;ordinary
29093 ;ordinary ;ordinary
32855 ;ordinary ;ordinary
49717 ;ordinary ;ordinary
54156 ;ordinary ;ordinary
34448 ;ordinary ;ordinary
46982 ;ordinary ;ordinary
45887 ;ordinary ;ordinary
55502 ;ordinary ;ordinary
45259 ;ordinary ;ordinary
29495 ;ordinary ;ordinary
53184 ;ordinary ;ordinary
31058 ;ordinary ;ordinary
40364 ;ordinary ;ordinary
30159 ;ordinary ;ordinary
44527 ;ordinary ;ordinary
40251 ;ordinary ;ordinary
54165 ;ordinary ;ordinary
32440 ;ordinary ;ordinary
29023 ;ordinary ;ordinary
36689 ;ordinary ;ordinary
36972 ;ordinary ;ordinary
37024 ;ordinary ;ordinary
46851 ;ordinary ;ordinary
45477 ;ordinary ;ordinary
28854 ;ordinary ;ordinary
30157 ;ordinary ;ordinary
51818 ;ordinary ;ordinary
31369 ;ordinary ;ordinary
29071 ;ordinary ;ordinary
36435 ;ordinary ;ordinary
31358 ;ordinary ;ordinary
36619 ;ordinary ;ordinary
49723 ;ordinary ;ordinary
37795 ;ordinary ;ordinary
35248 ;ordinary ;ordinary
29658 ;ordinary ;ordinary
50373 ;ordinary ;ordinary
40216 ;ordinary ;ordinary
42654 ;ordinary ;ordinary
40570 ;ordinary ;ordinary
29948 ;ordinary ;ordinary
38337 ;ordinary ;ordinary
34617 ;ordinary ;ordinary
42804 ;ordinary ;ordinary
40811 ;ordinary ;ordinary
36383 ;ordinary ;ordinary
38997 ;ordinary ;ordinary
40345 ;ordinary ;ordinary
37445 ;ordinary ;ordinary
47869 ;ordinary ;ordinary
33334 ;ordinary ;ordinary
48131 ;ordinary ;ordinary
39457 ;ordinary ;ordinary
41473 ;ordinary ;ordinary
42728 ;ordinary ;ordinary
35542 ;ordinary ;ordinary
43507 ;ordinary ;ordinary
39917 ;ordinary ;ordinary
36865 ;ordinary ;ordinary
46327 ;ordinary ;ordinary
33368 ;ordinary ;ordinary
36931 ;ordinary ;ordinary
39738 ;ordinary ;ordinary
37414 ;ordinary ;ordinary
47540 ;ordinary ;ordinary
45077 ;ordinary ;ordinary
35317 ;ordinary ;ordinary
37047 ;ordinary ;ordinary
50174 ;ordinary ;ordinary
37352 ;ordinary ;ordinary
41929 ;ordinary ;ordinary
43558 ;ordinary ;ordinary
36726 ;ordinary ;ordinary
46112 ;ordinary ;ordinary
46028 ;ordinary ;ordinary
31764 ;ordinary ;ordinary
34928 ;ordinary ;ordinary
49719 ;ordinary ;ordinary
37712 ;ordinary ;ordinary
39816 ;ordinary ;ordinary
49359 ;ordinary ;ordinary
31407 ;ordinary ;ordinary
40078 ;ordinary ;ordinary
34353 ;ordinary ;ordinary
30254 ;ordinary ;ordinary
35013 ;ordinary ;ordinary
36603 ;ordinary ;ordinary
39772 ;ordinary ;ordinary
36746 ;ordinary ;ordinary
40607 ;ordinary ;ordinary
33680 ;ordinary ;ordinary
49650 ;ordinary ;ordinary
37829 ;ordinary ;ordinary
43180 ;ordinary ;ordinary
32509 ;ordinary ;ordinary
31603 ;ordinary ;ordinary
33490 ;ordinary ;ordinary
36549 ;ordinary ;ordinary
29846 ;ordinary ;ordinary
52117 ;ordinary ;ordinary
42278 ;ordinary ;ordinary
31274 ;ordinary ;ordinary
34494 ;ordinary ;ordinary
38071 ;ordinary ;ordinary
32572 ;ordinary ;ordinary
32573 ;ordinary ;ordinary
32667 ;ordinary ;ordinary
39830 ;ordinary ;ordinary
50259 ;ordinary ;ordinary
50204 ;ordinary ;ordinary
32771 ;ordinary ;ordinary
39018 ;ordinary ;ordinary
46090 ;ordinary ;ordinary
51211 ;ordinary ;ordinary
38889 ;ordinary ;ordinary
42466 ;ordinary ;ordinary
34518 ;ordinary ;ordinary
34624 ;ordinary ;ordinary
34925 ;ordinary ;ordinary
31939 ;ordinary ;ordinary
40775 ;ordinary ;ordinary
35453 ;ordinary ;ordinary
32241 ;ordinary ;ordinary
36461 ;ordinary ;ordinary
36485 ;ordinary ;ordinary
37111 ;ordinary ;ordinary
36125 ;ordinary ;ordinary
33293 ;ordinary ;ordinary
55761 ;ordinary ;ordinary
49959 ;ordinary ;ordinary
40680 ;ordinary ;ordinary
35230 ;ordinary ;ordinary
38270 ;ordinary ;ordinary
36684 ;ordinary ;ordinary
54436 ;ordinary ;ordinary
37175 ;ordinary ;ordinary
40271 ;ordinary ;ordinary
29569 ;ordinary ;ordinary
53174 ;ordinary ;ordinary
54330 ;ordinary ;ordinary
33224 ;ordinary ;ordinary
47233 ;ordinary ;ordinary
50299 ;ordinary ;ordinary
33963 ;ordinary ;ordinary
34124 ;ordinary ;ordinary
31829 ;ordinary ;ordinary
43164 ;ordinary ;ordinary
35287 ;ordinary ;ordinary
32459 ;ordinary ;ordinary
29474 ;ordinary ;ordinary
35864 ;ordinary ;ordinary
49208 ;ordinary ;ordinary
51636 ;ordinary ;ordinary
46328 ;ordinary ;ordinary
41189 ;ordinary ;ordinary
41608 ;ordinary ;ordinary
47875 ;ordinary ;ordinary
41936 ;ordinary ;ordinary
48186 ;ordinary ;ordinary
39602 ;ordinary ;ordinary
42753 ;ordinary ;ordinary
40796 ;ordinary ;ordinary
29299 ;ordinary ;ordinary
50316 ;ordinary ;ordinary
47903 ;ordinary ;ordinary
41395 ;ordinary ;ordinary
50055 ;ordinary ;ordinary
49930 ;ordinary ;ordinary
33516 ;ordinary ;ordinary
46772 ;ordinary ;ordinary
56262 ;ordinary ;ordinary
41599 ;ordinary ;ordinary
44980 ;ordinary ;ordinary
38638 ;ordinary ;ordinary
31597 ;ordinary ;ordinary
34458 ;ordinary ;ordinary
30275 ;ordinary ;ordinary
35037 ;ordinary ;ordinary
35643 ;ordinary ;ordinary
36577 ;ordinary ;ordinary
36661 ;ordinary ;ordinary
36790 ;ordinary ;ordinary
44682 ;ordinary ;ordinary
55550 ;ordinary ;ordinary
40085 ;ordinary ;ordinary
32705 ;ordinary ;ordinary
50105 ;ordinary ;ordinary
49258 ;ordinary ;ordinary
38161 ;ordinary ;ordinary
32968 ;ordinary ;ordinary
45913 ;ordinary ;ordinary
55172 ;ordinary ;ordinary
50234 ;ordinary ;ordinary
47329 ;ordinary ;ordinary
40981 ;ordinary ;ordinary
30185 ;ordinary ;ordinary
34640 ;ordinary ;ordinary
29524 ;ordinary ;ordinary
29626 ;ordinary ;ordinary
54717 ;ordinary ;ordinary
52429 ;ordinary ;ordinary
42129 ;ordinary ;ordinary
35126 ;ordinary ;ordinary
32829 ;ordinary ;ordinary
41001 ;ordinary ;ordinary
54027 ;ordinary ;ordinary
37246 ;ordinary ;ordinary
53728 ;ordinary ;ordinary
47473 ;ordinary ;ordinary
50094 ;ordinary ;ordinary
44283 ;ordinary ;ordinary
37376 ;ordinary ;ordinary
50070 ;ordinary ;ordinary
47391 ;ordinary ;ordinary
55069 ;ordinary ;ordinary
40999 ;ordinary ;ordinary
42234 ;ordinary ;ordinary
39102 ;ordinary ;ordinary
38128 ;ordinary ;ordinary
34263 ;ordinary ;ordinary
40912 ;ordinary ;ordinary
31799 ;ordinary ;ordinary
35006 ;ordinary ;ordinary
39444 ;ordinary ;ordinary
35777 ;ordinary ;ordinary
35882 ;ordinary ;ordinary
39062 ;ordinary ;ordinary
35986 ;ordinary ;ordinary
36157 ;ordinary ;ordinary
36406 ;ordinary ;ordinary
39950 ;ordinary ;ordinary
36794 ;ordinary ;ordinary
53824 ;ordinary ;ordinary
32946 ;ordinary ;ordinary
37666 ;ordinary ;ordinary
53744 ;ordinary ;ordinary
35749 ;ordinary ;ordinary
52294 ;ordinary ;ordinary
48693 ;ordinary ;ordinary
47698 ;ordinary ;ordinary
30951 ;ordinary ;ordinary
49399 ;ordinary ;ordinary
41049 ;ordinary ;ordinary
33851 ;ordinary ;ordinary
31433 ;ordinary ;ordinary
31582 ;ordinary ;ordinary
31845 ;ordinary ;ordinary
43236 ;ordinary ;ordinary
35265 ;ordinary ;ordinary
35776 ;ordinary ;ordinary
35944 ;ordinary ;ordinary
43801 ;ordinary ;ordinary
36386 ;ordinary ;ordinary
32644 ;ordinary ;ordinary
44144 ;ordinary ;ordinary
39073 ;ordinary ;ordinary
32786 ;ordinary ;ordinary
36165 ;ordinary ;ordinary
37069 ;ordinary ;ordinary
40791 ;ordinary ;ordinary
37153 ;ordinary ;ordinary
38644 ;ordinary ;ordinary
47024 ;ordinary ;ordinary
47194 ;ordinary ;ordinary
41202 ;ordinary ;ordinary
50610 ;ordinary ;ordinary
55963 ;ordinary ;ordinary
34997 ;ordinary ;ordinary
54572 ;ordinary ;ordinary
46260 ;ordinary ;ordinary
29487 ;ordinary ;ordinary
37714 ;ordinary ;ordinary
53873 ;ordinary ;ordinary
40616 ;ordinary ;ordinary
50730 ;ordinary ;ordinary
48065 ;ordinary ;ordinary
53506 ;ordinary ;ordinary
54133 ;ordinary ;ordinary
39139 ;ordinary ;ordinary
48960 ;ordinary ;ordinary
44626 ;ordinary ;ordinary
48118 ;ordinary ;ordinary
44631 ;ordinary ;ordinary
46444 ;ordinary ;ordinary
39778 ;ordinary ;ordinary
33848 ;ordinary ;ordinary
42343 ;ordinary ;ordinary
31437 ;ordinary ;ordinary
44343 ;ordinary ;ordinary
38511 ;ordinary ;ordinary
34558 ;ordinary ;ordinary
31705 ;ordinary ;ordinary
30265 ;ordinary ;ordinary
38154 ;ordinary ;ordinary
44292 ;ordinary ;ordinary
35700 ;ordinary ;ordinary
38264 ;ordinary ;ordinary
35897 ;ordinary ;ordinary
35947 ;ordinary ;ordinary
29239 ;ordinary ;ordinary
38509 ;ordinary ;ordinary
36348 ;ordinary ;ordinary
43905 ;ordinary ;ordinary
39495 ;ordinary ;ordinary
30733 ;ordinary ;ordinary
36758 ;ordinary ;ordinary
44153 ;ordinary ;ordinary
44023 ;ordinary ;ordinary
30104 ;ordinary ;ordinary
38484 ;ordinary ;ordinary
55217 ;ordinary ;ordinary
55767 ;ordinary ;ordinary
46277 ;ordinary ;ordinary
55590 ;ordinary ;ordinary
55677 ;ordinary ;ordinary
52969 ;ordinary ;ordinary
44418 ;ordinary ;ordinary
35242 ;ordinary ;ordinary
36976 ;ordinary ;ordinary
50306 ;ordinary ;ordinary
33062 ;ordinary ;ordinary
29887 ;ordinary ;ordinary
39479 ;ordinary ;ordinary
45422 ;ordinary ;ordinary
38023 ;ordinary ;ordinary
44220 ;ordinary ;ordinary
46105 ;ordinary ;ordinary
30164 ;ordinary ;ordinary
32474 ;ordinary ;ordinary
32588 ;ordinary ;ordinary
43895 ;ordinary ;ordinary
36762 ;ordinary ;ordinary
37528 ;ordinary ;ordinary
41268 ;ordinary ;ordinary
53154 ;ordinary ;ordinary
35814 ;ordinary ;ordinary
36579 ;ordinary ;ordinary
35870 ;ordinary ;ordinary
40285 ;ordinary ;ordinary
44800 ;ordinary ;ordinary
30359 ;ordinary ;ordinary
34091 ;ordinary ;ordinary
31323 ;ordinary ;ordinary
54728 ;ordinary ;ordinary
52295 ;ordinary ;ordinary
52272 ;ordinary ;ordinary
52560 ;ordinary ;ordinary
48059 ;ordinary ;ordinary
49898 ;ordinary ;ordinary
31237 ;ordinary ;ordinary
39298 ;ordinary ;ordinary
40410 ;ordinary ;ordinary
56168 ;ordinary ;ordinary
37350 ;ordinary ;ordinary
39243 ;ordinary ;ordinary
53281 ;ordinary ;ordinary
37489 ;ordinary ;ordinary
46836 ;ordinary ;ordinary
37572 ;ordinary ;ordinary
55232 ;ordinary ;ordinary
33449 ;ordinary ;ordinary
