"id"; "class2";"degree"
4650;ordinary;1
4652;ordinary;1
4661;ordinary;1
4686;ordinary;1
4699;ordinary;1
4702;ordinary;1
4713;ordinary;1
4724;ordinary;1
4759;ordinary;1
4760;ordinary;1
4761;ordinary;1
4763;ordinary;1
4772;ordinary;1
4780;ordinary;1
4782;ordinary;1
4831;ordinary;1
4833;ordinary;1
4834;ordinary;1
4850;ordinary;1
4876;ordinary;1
4877;ordinary;1
4886;ordinary;1
4891;ordinary;1
4903;ordinary;1
4957;ordinary;1
4980;ordinary;1
4982;ordinary;1
5000;ordinary;1
5002;ordinary;1
5009;ordinary;1
5047;ordinary;1
5048;ordinary;1
5065;ordinary;1
5066;ordinary;1
5081;ordinary;1
5104;ordinary;1
5105;ordinary;1
5109;ordinary;1
5131;ordinary;1
5141;ordinary;1
5211;ordinary;1
5222;ordinary;1
5240;ordinary;1
5245;ordinary;1
5255;ordinary;1
5269;ordinary;1
5274;ordinary;1
5278;ordinary;1
5281;ordinary;1
5287;ordinary;1
5288;ordinary;1
5289;ordinary;1
5290;ordinary;1
5301;ordinary;1
5329;ordinary;1
5343;ordinary;1
5344;ordinary;1
5367;ordinary;1
5375;ordinary;1
5399;ordinary;1
5408;ordinary;1
5413;ordinary;1
5419;ordinary;1
5425;ordinary;1
5426;ordinary;1
5438;ordinary;1
5442;ordinary;1
5482;ordinary;1
5498;ordinary;1
5541;ordinary;1
5542;ordinary;1
5551;ordinary;1
5568;ordinary;1
5577;ordinary;1
5593;ordinary;1
5597;ordinary;1
5599;ordinary;1
5600;ordinary;1
5606;ordinary;1
5607;ordinary;1
5609;ordinary;1
5627;ordinary;1
5629;ordinary;1
5633;ordinary;1
5644;ordinary;1
5651;ordinary;1
5652;ordinary;1
5653;ordinary;1
5670;ordinary;1
5683;ordinary;1
5689;ordinary;1
5693;ordinary;1
5695;ordinary;1
5708;ordinary;1
5712;ordinary;1
5714;ordinary;1
5717;ordinary;1
5731;ordinary;1
5740;ordinary;1
5744;ordinary;1
5747;ordinary;1
5754;ordinary;1
5755;ordinary;1
5764;ordinary;1
5766;ordinary;1
5772;ordinary;1
5776;ordinary;1
5784;ordinary;1
5786;ordinary;1
5804;ordinary;1
5822;ordinary;1
5825;ordinary;1
5834;ordinary;1
5839;ordinary;1
5845;ordinary;1
5848;ordinary;1
5849;ordinary;1
5854;ordinary;1
5857;ordinary;1
5860;ordinary;1
5878;ordinary;1
5883;ordinary;1
5884;ordinary;1
5891;ordinary;1
5898;ordinary;1
5924;ordinary;1
5925;ordinary;1
5931;ordinary;1
5940;ordinary;1
5941;ordinary;1
5945;ordinary;1
5949;ordinary;1
5963;ordinary;1
5966;ordinary;1
5969;ordinary;1
5972;ordinary;1
5973;ordinary;1
5976;ordinary;1
5983;ordinary;1
6003;ordinary;1
6008;ordinary;1
6012;ordinary;1
6023;ordinary;1
6024;ordinary;1
6029;ordinary;1
6038;ordinary;1
6056;ordinary;1
6069;ordinary;1
6085;ordinary;1
6087;ordinary;1
6088;ordinary;1
6100;ordinary;1
6105;ordinary;1
6109;ordinary;1
6133;ordinary;1
6137;ordinary;1
6144;ordinary;1
6157;ordinary;1
6158;ordinary;1
6160;ordinary;1
6162;ordinary;1
6169;ordinary;1
6173;ordinary;1
6180;ordinary;1
6197;ordinary;1
6203;ordinary;1
6213;ordinary;1
6219;ordinary;1
6221;ordinary;1
6222;ordinary;1
6234;ordinary;1
6249;ordinary;1
6270;ordinary;1
6273;ordinary;1
6279;ordinary;1
6283;ordinary;1
6293;ordinary;1
6295;ordinary;1
6296;ordinary;1
6299;ordinary;1
6300;ordinary;1
6309;ordinary;1
6312;ordinary;1
6313;ordinary;1
6317;ordinary;1
6330;ordinary;1
6333;ordinary;1
6334;ordinary;1
6340;ordinary;1
6351;ordinary;1
6352;ordinary;1
6369;ordinary;1
6373;ordinary;1
6380;ordinary;1
6386;ordinary;1
6387;ordinary;1
6390;ordinary;1
6396;ordinary;1
6398;ordinary;1
6399;ordinary;1
6400;ordinary;1
6403;ordinary;1
6407;ordinary;1
6414;ordinary;1
6415;ordinary;1
6417;ordinary;1
6423;ordinary;1
6431;ordinary;1
6453;ordinary;1
6461;ordinary;1
6469;ordinary;1
6479;ordinary;1
6482;ordinary;1
6488;ordinary;1
6491;ordinary;1
6492;ordinary;1
6504;ordinary;1
6508;ordinary;1
6516;ordinary;1
6523;ordinary;1
6524;ordinary;1
6533;ordinary;1
6537;ordinary;1
6545;ordinary;1
6557;ordinary;1
6559;ordinary;1
6560;ordinary;1
6561;ordinary;1
6562;ordinary;1
6563;ordinary;1
6565;ordinary;1
6579;ordinary;1
6583;ordinary;1
6592;ordinary;1
6597;ordinary;1
6601;ordinary;1
6619;ordinary;1
6654;ordinary;1
6662;ordinary;1
6668;ordinary;1
6675;ordinary;1
6678;ordinary;1
6681;ordinary;1
6682;ordinary;1
6688;ordinary;1
6692;ordinary;1
6699;ordinary;1
6700;ordinary;1
6701;ordinary;1
6703;ordinary;1
6706;ordinary;1
6719;ordinary;1
6725;ordinary;1
6731;ordinary;1
6738;ordinary;1
6740;ordinary;1
6742;ordinary;1
6753;ordinary;1
6766;ordinary;1
6768;ordinary;1
6772;ordinary;1
6780;ordinary;1
6783;ordinary;1
6789;ordinary;1
6795;ordinary;1
6799;ordinary;1
6801;ordinary;1
6813;ordinary;1
6814;ordinary;1
6815;ordinary;1
6816;ordinary;1
6822;ordinary;1
6830;ordinary;1
6834;ordinary;1
6837;ordinary;1
6843;ordinary;1
6854;ordinary;1
6860;ordinary;1
6868;ordinary;1
6871;ordinary;1
6872;ordinary;1
6890;ordinary;1
6898;ordinary;1
6903;ordinary;1
6904;ordinary;1
6921;ordinary;1
6922;ordinary;1
6935;ordinary;1
6942;ordinary;1
6952;ordinary;1
6955;ordinary;1
6963;ordinary;1
6964;ordinary;1
6978;ordinary;1
6999;ordinary;1
7010;ordinary;1
7014;ordinary;1
7019;ordinary;1
7023;ordinary;1
7028;ordinary;1
7035;ordinary;1
7042;ordinary;1
7045;ordinary;1
7056;ordinary;1
7060;ordinary;1
7065;ordinary;1
7067;ordinary;1
7072;ordinary;1
7074;ordinary;1
7078;ordinary;1
7080;ordinary;1
7090;ordinary;1
7092;ordinary;1
7093;ordinary;1
7098;ordinary;1
7099;ordinary;1
7104;ordinary;1
7111;ordinary;1
7112;ordinary;1
7113;ordinary;1
7114;ordinary;1
7116;ordinary;1
7120;ordinary;1
7124;ordinary;1
7132;ordinary;1
7141;ordinary;1
7143;ordinary;1
7147;ordinary;1
7164;ordinary;1
7166;ordinary;1
7174;ordinary;1
7178;ordinary;1
7181;ordinary;1
7184;ordinary;1
7201;ordinary;1
7204;ordinary;1
7218;ordinary;1
7221;ordinary;1
7225;ordinary;1
7242;ordinary;1
7244;ordinary;1
7245;ordinary;1
7262;ordinary;1
7263;ordinary;1
7264;ordinary;1
7272;ordinary;1
7276;ordinary;1
7281;ordinary;1
7285;ordinary;1
7290;ordinary;1
7294;ordinary;1
7313;ordinary;1
7321;ordinary;1
7323;ordinary;1
7330;ordinary;1
7333;ordinary;1
7334;ordinary;1
7336;ordinary;1
7341;ordinary;1
7347;ordinary;1
7361;ordinary;1
7362;ordinary;1
7367;ordinary;1
7373;ordinary;1
7384;ordinary;1
7386;ordinary;1
7388;ordinary;1
7392;ordinary;1
7393;ordinary;1
7399;ordinary;1
7400;ordinary;1
7406;ordinary;1
7413;ordinary;1
7430;ordinary;1
7435;ordinary;1
7453;ordinary;1
7474;ordinary;1
7476;ordinary;1
7481;ordinary;1
7482;ordinary;1
7485;ordinary;1
7488;ordinary;1
7494;ordinary;1
7500;ordinary;1
7507;ordinary;1
7515;ordinary;1
7518;ordinary;1
7523;ordinary;1
7553;ordinary;1
7571;ordinary;1
7572;ordinary;1
7579;ordinary;1
7581;ordinary;1
7591;ordinary;1
7593;ordinary;1
7595;ordinary;1
7601;ordinary;1
7610;ordinary;1
7616;ordinary;1
7620;ordinary;1
7621;ordinary;1
7631;ordinary;1
7633;ordinary;1
7636;ordinary;1
7637;ordinary;1
7649;ordinary;1
7662;ordinary;1
7665;ordinary;1
7666;ordinary;1
7669;ordinary;1
7670;ordinary;1
7672;ordinary;1
7677;ordinary;1
7678;ordinary;1
7698;ordinary;1
7699;ordinary;1
7706;ordinary;1
7714;ordinary;1
7721;ordinary;1
7732;ordinary;1
7734;ordinary;1
7738;ordinary;1
7759;ordinary;1
7761;ordinary;1
7769;ordinary;1
7781;ordinary;1
7782;ordinary;1
7789;ordinary;1
7794;ordinary;1
7798;ordinary;1
7800;ordinary;1
7805;ordinary;1
7807;ordinary;1
7811;ordinary;1
7818;ordinary;1
7826;ordinary;1
7833;ordinary;1
7837;ordinary;1
7838;ordinary;1
7845;ordinary;1
7847;ordinary;1
7848;ordinary;1
7851;ordinary;1
7856;ordinary;1
7862;ordinary;1
7866;ordinary;1
7872;ordinary;1
7876;ordinary;1
7878;ordinary;1
7897;ordinary;1
7898;ordinary;1
7906;ordinary;1
7910;ordinary;1
7914;ordinary;1
7915;ordinary;1
7918;ordinary;1
7925;ordinary;1
7939;ordinary;1
7950;ordinary;1
7954;ordinary;1
7964;ordinary;1
7968;ordinary;1
7970;ordinary;1
7980;ordinary;1
7989;ordinary;1
7990;ordinary;1
7992;ordinary;1
7993;ordinary;1
7994;ordinary;1
7995;ordinary;1
8000;ordinary;1
8003;ordinary;1
8005;ordinary;1
8008;ordinary;1
8011;ordinary;1
8013;ordinary;1
8014;ordinary;1
8024;ordinary;1
8025;ordinary;1
8028;ordinary;1
8039;ordinary;1
8043;ordinary;1
8044;ordinary;1
8045;ordinary;1
8047;ordinary;1
8048;ordinary;1
8050;ordinary;1
8059;ordinary;1
8069;ordinary;1
8074;ordinary;1
8076;ordinary;1
8083;ordinary;1
8084;ordinary;1
8087;ordinary;1
8097;ordinary;1
8099;ordinary;1
8104;ordinary;1
8109;ordinary;1
8113;ordinary;1
8114;ordinary;1
8117;ordinary;1
8119;ordinary;1
8124;ordinary;1
8129;ordinary;1
8130;ordinary;1
8135;ordinary;1
8137;ordinary;1
8140;ordinary;1
8144;ordinary;1
8146;ordinary;1
8148;ordinary;1
8150;ordinary;1
8156;ordinary;1
8157;ordinary;1
8162;ordinary;1
8163;ordinary;1
8165;ordinary;1
8168;ordinary;1
8169;ordinary;1
8172;ordinary;1
8173;ordinary;1
8180;ordinary;1
8181;ordinary;1
8183;ordinary;1
8185;ordinary;1
8188;ordinary;1
8189;ordinary;1
8195;ordinary;1
8197;ordinary;1
8205;ordinary;1
8208;ordinary;1
8218;ordinary;1
8219;ordinary;1
8225;ordinary;1
8233;ordinary;1
8236;ordinary;1
8238;ordinary;1
8239;ordinary;1
8243;ordinary;1
8250;ordinary;1
8252;ordinary;1
8254;ordinary;1
8259;ordinary;1
8266;ordinary;1
8270;ordinary;1
8280;ordinary;1
8282;ordinary;1
8285;ordinary;1
8287;ordinary;1
8294;ordinary;1
8300;ordinary;1
8302;ordinary;1
8306;ordinary;1
8308;ordinary;1
8309;ordinary;1
8312;ordinary;1
8315;ordinary;1
8319;ordinary;1
8321;ordinary;1
8323;ordinary;1
8329;ordinary;1
8340;ordinary;1
8342;ordinary;1
8343;ordinary;1
8346;ordinary;1
8347;ordinary;1
8349;ordinary;1
8358;ordinary;1
8362;ordinary;1
8364;ordinary;1
8368;ordinary;1
8370;ordinary;1
8376;ordinary;1
8379;ordinary;1
8383;ordinary;1
8384;ordinary;1
8393;ordinary;1
8398;ordinary;1
8399;ordinary;1
8404;ordinary;1
8407;ordinary;1
8408;ordinary;1
8414;ordinary;1
8416;ordinary;1
8421;ordinary;1
8423;ordinary;1
8435;ordinary;1
8439;ordinary;1
8440;ordinary;1
8448;ordinary;1
8449;ordinary;1
8450;ordinary;1
8454;ordinary;1
8456;ordinary;1
8459;ordinary;1
8463;ordinary;1
8465;ordinary;1
8470;ordinary;1
8471;ordinary;1
8473;ordinary;1
8480;ordinary;1
8487;ordinary;1
8488;ordinary;1
8498;ordinary;1
8501;ordinary;1
8512;ordinary;1
8515;ordinary;1
8516;ordinary;1
8524;ordinary;1
8525;ordinary;1
8528;ordinary;1
8529;ordinary;1
8531;ordinary;1
8551;ordinary;1
8555;ordinary;1
8560;ordinary;1
8562;ordinary;1
8563;ordinary;1
8573;ordinary;1
8577;ordinary;1
8578;ordinary;1
8583;ordinary;1
8597;ordinary;1
8598;ordinary;1
8604;ordinary;1
8607;ordinary;1
8609;ordinary;1
8616;ordinary;1
8622;ordinary;1
8628;ordinary;1
8649;ordinary;1
8653;ordinary;1
8657;ordinary;1
8660;ordinary;1
8661;ordinary;1
8667;ordinary;1
8668;ordinary;1
8669;ordinary;1
8678;ordinary;1
8681;ordinary;1
8686;ordinary;1
8687;ordinary;1
8692;ordinary;1
8694;ordinary;1
8716;ordinary;1
8717;ordinary;1
8720;ordinary;1
8728;ordinary;1
8730;ordinary;1
8731;ordinary;1
8735;ordinary;1
8737;ordinary;1
8738;ordinary;1
8741;ordinary;1
8743;ordinary;1
8744;ordinary;1
8745;ordinary;1
8748;ordinary;1
8750;ordinary;1
8754;ordinary;1
8762;ordinary;1
8763;ordinary;1
8764;ordinary;1
8775;ordinary;1
8776;ordinary;1
8777;ordinary;1
8792;ordinary;1
8796;ordinary;1
8797;ordinary;1
8800;ordinary;1
8804;ordinary;1
8812;ordinary;1
8814;ordinary;1
8821;ordinary;1
8823;ordinary;1
8827;ordinary;1
8831;ordinary;1
8838;ordinary;1
8839;ordinary;1
8843;ordinary;1
8844;ordinary;1
8845;ordinary;1
8847;ordinary;1
8855;ordinary;1
8856;ordinary;1
8859;ordinary;1
8862;ordinary;1
8863;ordinary;1
8870;ordinary;1
8874;ordinary;1
8884;ordinary;1
8885;ordinary;1
8892;ordinary;1
8901;ordinary;1
8924;ordinary;1
8927;ordinary;1
8931;ordinary;1
8936;ordinary;1
987;ordinary;2
1236;ordinary;2
1300;ordinary;2
1351;ordinary;2
1372;ordinary;2
1387;ordinary;2
1503;ordinary;2
1510;ordinary;2
1538;ordinary;2
1572;ordinary;2
1665;ordinary;2
1728;ordinary;2
1757;ordinary;2
1773;ordinary;2
1789;ordinary;2
1806;ordinary;2
1833;ordinary;2
1900;ordinary;2
1903;ordinary;2
1922;ordinary;2
1982;ordinary;2
2030;ordinary;2
2042;ordinary;2
2052;ordinary;2
2085;ordinary;2
2103;ordinary;2
2148;ordinary;2
2158;ordinary;2
2159;ordinary;2
2168;ordinary;2
2173;ordinary;2
2202;ordinary;2
2209;ordinary;2
2210;ordinary;2
2238;ordinary;2
2261;ordinary;2
2273;ordinary;2
2286;ordinary;2
2287;ordinary;2
2299;ordinary;2
2308;ordinary;2
2316;ordinary;2
2337;ordinary;2
2370;ordinary;2
2387;ordinary;2
2403;ordinary;2
2406;ordinary;2
2409;ordinary;2
2416;ordinary;2
2418;ordinary;2
2495;ordinary;2
2500;ordinary;2
2507;ordinary;2
2511;ordinary;2
2528;ordinary;2
2533;ordinary;2
2553;ordinary;2
2554;ordinary;2
2565;ordinary;2
2577;ordinary;2
2590;ordinary;2
2626;ordinary;2
2631;ordinary;2
2639;ordinary;2
2676;ordinary;2
2677;ordinary;2
2697;ordinary;2
2712;ordinary;2
2737;ordinary;2
2813;ordinary;2
2827;ordinary;2
2832;ordinary;2
2879;ordinary;2
2893;ordinary;2
2894;ordinary;2
2895;ordinary;2
2908;ordinary;2
2916;ordinary;2
2938;ordinary;2
2939;ordinary;2
2954;ordinary;2
2962;ordinary;2
2966;ordinary;2
2989;ordinary;2
2990;ordinary;2
3001;ordinary;2
3024;ordinary;2
3027;ordinary;2
3029;ordinary;2
3033;ordinary;2
3041;ordinary;2
3042;ordinary;2
3043;ordinary;2
3048;ordinary;2
3073;ordinary;2
3082;ordinary;2
3084;ordinary;2
3097;ordinary;2
3101;ordinary;2
3103;ordinary;2
3107;ordinary;2
3108;ordinary;2
3111;ordinary;2
3121;ordinary;2
3125;ordinary;2
3139;ordinary;2
3165;ordinary;2
3175;ordinary;2
3182;ordinary;2
3185;ordinary;2
3200;ordinary;2
3205;ordinary;2
3233;ordinary;2
3243;ordinary;2
3263;ordinary;2
3264;ordinary;2
3279;ordinary;2
3289;ordinary;2
3300;ordinary;2
3304;ordinary;2
3307;ordinary;2
3329;ordinary;2
3333;ordinary;2
3334;ordinary;2
3335;ordinary;2
3336;ordinary;2
3343;ordinary;2
3345;ordinary;2
3349;ordinary;2
3358;ordinary;2
3365;ordinary;2
3393;ordinary;2
3394;ordinary;2
3400;ordinary;2
3406;ordinary;2
3409;ordinary;2
3415;ordinary;2
3416;ordinary;2
3423;ordinary;2
3435;ordinary;2
3437;ordinary;2
3447;ordinary;2
3451;ordinary;2
3473;ordinary;2
3486;ordinary;2
3491;ordinary;2
3495;ordinary;2
3500;ordinary;2
3501;ordinary;2
3519;ordinary;2
3527;ordinary;2
3540;ordinary;2
3543;ordinary;2
3551;ordinary;2
3563;ordinary;2
3570;ordinary;2
3605;ordinary;2
3615;ordinary;2
3619;ordinary;2
3625;ordinary;2
3638;ordinary;2
3643;ordinary;2
3658;ordinary;2
3662;ordinary;2
3680;ordinary;2
3683;ordinary;2
3688;ordinary;2
3689;ordinary;2
3691;ordinary;2
3697;ordinary;2
3722;ordinary;2
3726;ordinary;2
3731;ordinary;2
3745;ordinary;2
3747;ordinary;2
3749;ordinary;2
3750;ordinary;2
3757;ordinary;2
3778;ordinary;2
3780;ordinary;2
3790;ordinary;2
3800;ordinary;2
3803;ordinary;2
3806;ordinary;2
3810;ordinary;2
3814;ordinary;2
3815;ordinary;2
3816;ordinary;2
3820;ordinary;2
3831;ordinary;2
3832;ordinary;2
3848;ordinary;2
3857;ordinary;2
3858;ordinary;2
3862;ordinary;2
3866;ordinary;2
3874;ordinary;2
3875;ordinary;2
3888;ordinary;2
3895;ordinary;2
3897;ordinary;2
3904;ordinary;2
3923;ordinary;2
3930;ordinary;2
3932;ordinary;2
3935;ordinary;2
3937;ordinary;2
3939;ordinary;2
3941;ordinary;2
3944;ordinary;2
3959;ordinary;2
3963;ordinary;2
3968;ordinary;2
3971;ordinary;2
3982;ordinary;2
3992;ordinary;2
3993;ordinary;2
3996;ordinary;2
4000;ordinary;2
4015;ordinary;2
4022;ordinary;2
4035;ordinary;2
4037;ordinary;2
4047;ordinary;2
4051;ordinary;2
4053;ordinary;2
4058;ordinary;2
4059;ordinary;2
4062;ordinary;2
4065;ordinary;2
4072;ordinary;2
4089;ordinary;2
4091;ordinary;2
4101;ordinary;2
4115;ordinary;2
4121;ordinary;2
4133;ordinary;2
4140;ordinary;2
4145;ordinary;2
4160;ordinary;2
4169;ordinary;2
4170;ordinary;2
4172;ordinary;2
4176;ordinary;2
4188;ordinary;2
4190;ordinary;2
4194;ordinary;2
4202;ordinary;2
4204;ordinary;2
4207;ordinary;2
4210;ordinary;2
4215;ordinary;2
4220;ordinary;2
4237;ordinary;2
4238;ordinary;2
4244;ordinary;2
4251;ordinary;2
4255;ordinary;2
4262;ordinary;2
4264;ordinary;2
4274;ordinary;2
4275;ordinary;2
4281;ordinary;2
4287;ordinary;2
4288;ordinary;2
4296;ordinary;2
4318;ordinary;2
4321;ordinary;2
4329;ordinary;2
4338;ordinary;2
4349;ordinary;2
4353;ordinary;2
4356;ordinary;2
4361;ordinary;2
4365;ordinary;2
4367;ordinary;2
4371;ordinary;2
4374;ordinary;2
4386;ordinary;2
4406;ordinary;2
4408;ordinary;2
4415;ordinary;2
4424;ordinary;2
4429;ordinary;2
4441;ordinary;2
4444;ordinary;2
4463;ordinary;2
4471;ordinary;2
4475;ordinary;2
4477;ordinary;2
4484;ordinary;2
4491;ordinary;2
4501;ordinary;2
4505;ordinary;2
4510;ordinary;2
4517;ordinary;2
4519;ordinary;2
4525;ordinary;2
4532;ordinary;2
4535;ordinary;2
4537;ordinary;2
4551;ordinary;2
4555;ordinary;2
4559;ordinary;2
4565;ordinary;2
4572;ordinary;2
4573;ordinary;2
4574;ordinary;2
4601;ordinary;2
4605;ordinary;2
4612;ordinary;2
4629;ordinary;2
4636;ordinary;2
4638;ordinary;2
4641;ordinary;2
4643;ordinary;2
4651;ordinary;2
4656;ordinary;2
4662;ordinary;2
4676;ordinary;2
4680;ordinary;2
4683;ordinary;2
4685;ordinary;2
4690;ordinary;2
4695;ordinary;2
4696;ordinary;2
4715;ordinary;2
4721;ordinary;2
4727;ordinary;2
4729;ordinary;2
4739;ordinary;2
4742;ordinary;2
4745;ordinary;2
4749;ordinary;2
4752;ordinary;2
4756;ordinary;2
4776;ordinary;2
4784;ordinary;2
4791;ordinary;2
4811;ordinary;2
4823;ordinary;2
4824;ordinary;2
4841;ordinary;2
4844;ordinary;2
4851;ordinary;2
4859;ordinary;2
4861;ordinary;2
4878;ordinary;2
4887;ordinary;2
4890;ordinary;2
4898;ordinary;2
4899;ordinary;2
4904;ordinary;2
4908;ordinary;2
4909;ordinary;2
4910;ordinary;2
4911;ordinary;2
4914;ordinary;2
4920;ordinary;2
4921;ordinary;2
4926;ordinary;2
4927;ordinary;2
4934;ordinary;2
4943;ordinary;2
4945;ordinary;2
4948;ordinary;2
4955;ordinary;2
4958;ordinary;2
4963;ordinary;2
4968;ordinary;2
4973;ordinary;2
4976;ordinary;2
4978;ordinary;2
4986;ordinary;2
4987;ordinary;2
4992;ordinary;2
4993;ordinary;2
4995;ordinary;2
4998;ordinary;2
5001;ordinary;2
5007;ordinary;2
5008;ordinary;2
5019;ordinary;2
5025;ordinary;2
5026;ordinary;2
5028;ordinary;2
5035;ordinary;2
5041;ordinary;2
5044;ordinary;2
5045;ordinary;2
5050;ordinary;2
5051;ordinary;2
5052;ordinary;2
5058;ordinary;2
5060;ordinary;2
5061;ordinary;2
5074;ordinary;2
5075;ordinary;2
5080;ordinary;2
5084;ordinary;2
5086;ordinary;2
5095;ordinary;2
5100;ordinary;2
5116;ordinary;2
5118;ordinary;2
5119;ordinary;2
5123;ordinary;2
5124;ordinary;2
5138;ordinary;2
5161;ordinary;2
5165;ordinary;2
5168;ordinary;2
5172;ordinary;2
5176;ordinary;2
5178;ordinary;2
5179;ordinary;2
5185;ordinary;2
5188;ordinary;2
5191;ordinary;2
5194;ordinary;2
5200;ordinary;2
5202;ordinary;2
5208;ordinary;2
5209;ordinary;2
5214;ordinary;2
5215;ordinary;2
5221;ordinary;2
5223;ordinary;2
5226;ordinary;2
5229;ordinary;2
5232;ordinary;2
5233;ordinary;2
5243;ordinary;2
5247;ordinary;2
5252;ordinary;2
5257;ordinary;2
5259;ordinary;2
5262;ordinary;2
5266;ordinary;2
5272;ordinary;2
5275;ordinary;2
5294;ordinary;2
5297;ordinary;2
5304;ordinary;2
5307;ordinary;2
5312;ordinary;2
5317;ordinary;2
5319;ordinary;2
5320;ordinary;2
5321;ordinary;2
5322;ordinary;2
5323;ordinary;2
5327;ordinary;2
5328;ordinary;2
5331;ordinary;2
5332;ordinary;2
5333;ordinary;2
5335;ordinary;2
5340;ordinary;2
5350;ordinary;2
5356;ordinary;2
5361;ordinary;2
5380;ordinary;2
5384;ordinary;2
5385;ordinary;2
5386;ordinary;2
5390;ordinary;2
5391;ordinary;2
5393;ordinary;2
5397;ordinary;2
5402;ordinary;2
5406;ordinary;2
5417;ordinary;2
5421;ordinary;2
5428;ordinary;2
5441;ordinary;2
5448;ordinary;2
5453;ordinary;2
5458;ordinary;2
5460;ordinary;2
5464;ordinary;2
5467;ordinary;2
5474;ordinary;2
5496;ordinary;2
5504;ordinary;2
5505;ordinary;2
5510;ordinary;2
5513;ordinary;2
5525;ordinary;2
5526;ordinary;2
5545;ordinary;2
5556;ordinary;2
5557;ordinary;2
5558;ordinary;2
5560;ordinary;2
5566;ordinary;2
5569;ordinary;2
5574;ordinary;2
5576;ordinary;2
5581;ordinary;2
5585;ordinary;2
5586;ordinary;2
5591;ordinary;2
5595;ordinary;2
5611;ordinary;2
5613;ordinary;2
5616;ordinary;2
5617;ordinary;2
5623;ordinary;2
5624;ordinary;2
5630;ordinary;2
5632;ordinary;2
5642;ordinary;2
5645;ordinary;2
5647;ordinary;2
5650;ordinary;2
5654;ordinary;2
5661;ordinary;2
5663;ordinary;2
5665;ordinary;2
5671;ordinary;2
5675;ordinary;2
5677;ordinary;2
5681;ordinary;2
5692;ordinary;2
5694;ordinary;2
5697;ordinary;2
5698;ordinary;2
5699;ordinary;2
5711;ordinary;2
5716;ordinary;2
5722;ordinary;2
5725;ordinary;2
5729;ordinary;2
5735;ordinary;2
5737;ordinary;2
5741;ordinary;2
5748;ordinary;2
5749;ordinary;2
5753;ordinary;2
5759;ordinary;2
5763;ordinary;2
5767;ordinary;2
5771;ordinary;2
5774;ordinary;2
5780;ordinary;2
5789;ordinary;2
5795;ordinary;2
5796;ordinary;2
5800;ordinary;2
5807;ordinary;2
5808;ordinary;2
5810;ordinary;2
5812;ordinary;2
5813;ordinary;2
5815;ordinary;2
5818;ordinary;2
5821;ordinary;2
5823;ordinary;2
5835;ordinary;2
5836;ordinary;2
5838;ordinary;2
5850;ordinary;2
5855;ordinary;2
5858;ordinary;2
5859;ordinary;2
5861;ordinary;2
5863;ordinary;2
5869;ordinary;2
5870;ordinary;2
5875;ordinary;2
5879;ordinary;2
5887;ordinary;2
5888;ordinary;2
5892;ordinary;2
5894;ordinary;2
5904;ordinary;2
5905;ordinary;2
5916;ordinary;2
5918;ordinary;2
5919;ordinary;2
5921;ordinary;2
5928;ordinary;2
5933;ordinary;2
5935;ordinary;2
5936;ordinary;2
5938;ordinary;2
5946;ordinary;2
5948;ordinary;2
5950;ordinary;2
5953;ordinary;2
5956;ordinary;2
5961;ordinary;2
5967;ordinary;2
5970;ordinary;2
5974;ordinary;2
5981;ordinary;2
5986;ordinary;2
5989;ordinary;2
5997;ordinary;2
